物件,價位/坪,總價,房間,位置
*羿君*專任宜家河岸景觀三房車位華廈,21.01,,3房2廳2衛,花蓮市
*羿君*專推永興全新邊間四套房社區別墅,24.77,,4房2廳5衛,吉安鄉
🍎北昌全新整理溫馨三房!賣屋四寶媽上慧,26.06,,3房2廳2衛,花蓮市
🍎專任!後站寬敞大三房.賣屋四寶媽上慧,19.35,,3房2廳2衛,花蓮市
市中心德安美食街包租3.5萬七套房透天,33.73,,7房7衛,花蓮市
🍎太昌邊間全新整理透天！賣屋四寶媽上慧,24.98,,3房2廳4衛,吉安鄉
"一手屋別墅,自住出售,誠可議 ",23.29,,4房2廳4衛,花蓮市
🍎後站高投報收租三房！賣屋四寶媽上慧,19.08,,3房2廳2衛,花蓮市
銘星學園雙面採光大陽台套房,21.6,,1房1衛,花蓮市
中華國宅實惠3房,23.38,,3房2廳1衛,花蓮市
東大門旁電梯花崗學區套房,18.64,,1房1廳1衛,花蓮市
壽豐東華大學旁農舍,54.89,,4房3廳5衛,壽豐鄉
站前中華國小旁2房華廈,13.5,,2房1廳1衛,花蓮市
🍎南國泰邊間九套高投報.賣屋四寶媽上慧,28.85,,9房9衛,吉安鄉
吉安邊間孝親透天【好停車、專任】【阿先】,29.41,,4房2廳3衛,吉安鄉
有巢安善推~~美崙12套房投資高報酬透天,20.42,,12房1廳2衛,花蓮市
七星潭.看海24房.電梯民宿,32.35,,24房2廳25衛,新城鄉
花蓮.洄瀾灣海灘旅店,42.05,,25房2廳27衛,吉安鄉
永慶小花站前稀有釋出貴族華廈,27.41,,2房2廳1衛,花蓮市
專售:美崙文教區大坪數三房華廈,12.3,,3房2廳2衛,花蓮市
李安迪推薦-市中心大地坪三車位獨棟美墅,33.5,,6房2廳5衛,花蓮市
美崙公園旁孝親房山海景透天店面,18.36,,5房3廳3衛,花蓮市
美崙邊間雙車庫景觀大陽台別墅,22.68,,4房2廳4衛,花蓮市
市區電梯華廈可炊大套房,21.74,,1房1廳1衛,花蓮市
後站慈濟優質華廈-家有建國(已售出),26.06,,3房2廳2衛,花蓮市
稀有車位套房,19.81,,1房1衛,吉安鄉
專任美崙球崙運動公園旁3房公寓,14.41,,3房2廳2衛,花蓮市
富里低總價優美透天厝,17.13,,4房2廳2衛,富里鄉
壽豐新整理大農舍-宏宇,54.88,,4房3廳5衛,壽豐鄉
美崙收租透天-家有建國,24.8,,11房11衛,花蓮市
美崙翰品公寓低樓層三房,22.98,,3房1廳1衛,花蓮市
中信劉建麟推薦~專任上美崙學區金店住,19.54,,1房2廳2衛,花蓮市
太昌黃金門牌有裝潢農舍-宏宇,56.52,,4房2廳4衛,吉安鄉
東大夜市旁!正市中心2年輕齡屋,27.61,,2房2廳2衛,花蓮市
花蓮七星潭★燈塔民宿,32.23,,13房2廳14衛,新城鄉
*專售*吉安屋齡新別墅規格店住-(售出),20.44,,4房3廳5衛,吉安鄉
慈濟精舍平房農舍,34.46,,2房1廳2衛,新城鄉
南海～大地坪透天-家有建國(已售出),22.71,,3房2廳2衛,吉安鄉
專任市區最頂級農舍-宏宇,69.49,,3房2廳4衛,花蓮市
北埔9套房活巷透天厝高投報率,20.38,,9房9衛,新城鄉
後站東方巴黎三房華廈,23.93,,3房2廳2衛,花蓮市
北昌慈濟!雙車位!別墅!,31.63,,7房2廳7衛,吉安鄉
國聯明星紅茶!小透天298萬,13.55,,2房1廳2衛,花蓮市
北昌稀有釋出!角間大別墅!,31.29,,4房2廳2衛,花蓮市
台九縣上黃金雙收益店面,15.74,,7房2廳7衛,新城鄉
花蓮光復鄉原屋況透天,8.26,,5房2廳2衛,光復鄉
有巢氏小涵壽豐和平村近東華大學莊園農舍,59.71,,4房2廳5衛,壽豐鄉
壽豐車站總谷景觀屋~有巢泉盛,61.38,,1房1廳1衛,壽豐鄉
太昌全新雙併別墅~有巢泉盛,25.37,,4房2廳5衛,吉安鄉
慶豐全新獨棟別墅~有巢泉盛,25.99,,4房2廳3衛,吉安鄉
吉安退休休閒農舍,55.75,,5房2廳5衛,吉安鄉
吉安渡假villa優質農舍,56.59,,4房2廳4衛,吉安鄉
專售~北濱電梯無限海景超美民宿級美墅,41.43,,9房2廳10衛,花蓮市
已售出後站唯美三房華廈,26.06,,3房2廳2衛,花蓮市
站前高機能雙面採光陽台大套房,20.02,,1房1衛,花蓮市
低總價市區蛋黃區店住可開店可居住,43.42,,開放式格局,花蓮市
C801專任-南埔大地坪原味透天,26.01,,2房2廳1衛,吉安鄉
D1626(專任)美崙低總價原味健康宅,14.84,,3房2廳2衛,花蓮市
專任~碧雲莊面寬型地50坪走路到慈濟學區,47.33,,4房2廳3衛,花蓮市
永慶戴淑萍獨家美崙近運動公園全新別墅,32.14,,4房5衛,花蓮市
美崙縣府飯店級套房,24.48,,1房1衛,花蓮市
悠閒慢活前庭後院景觀農舍,34.59,,4房3廳2衛,鳳林鎮
北昌郵局2房華廈【台灣大為】,30,,2房1廳1衛,花蓮市
北昌面寬型5房別墅【台灣大為】,23.67,,5房3廳2衛,吉安鄉
市區遠東商圈三角窗店住~台灣大為,28.42,,3房1廳4衛,花蓮市
吉安田園現代風農舍#台灣大為推薦,56.23,,5房2廳6衛,吉安鄉
吉安近黃昏市場5大房農舍#台灣大為,33.8,,5房2廳6衛,吉安鄉
吉安全新美農舍【台灣大為】,38.81,,5房3廳6衛,吉安鄉
北昌大店透【使用坪數超大】【阿先】,19.95,,2房3廳3衛,吉安鄉
慈濟後站全新預售別墅,28.52,,4房2廳5衛,花蓮市
壽豐造景近東華大學農舍,59.71,,4房3廳5衛,壽豐鄉
吉安低總價高CP值別墅,23.03,,4房2廳2衛,吉安鄉
超便宜正三房不到六百萬【阿先】,17.23,,3房2廳2衛,花蓮市
7年屋優質典雅別墅,25.45,,6房2廳6衛,吉安鄉
市區~主要幹道上~機能佳~四房華廈,24.75,,4房2廳2衛,花蓮市
北埔大地坪面寬別墅,12.12,,4房3廳4衛,新城鄉
宜昌近黃昏市場四房孝親輕奢美墅D020,36.02,,4房2廳4衛,吉安鄉
專售-吉安車站旁-車庫別墅$1180萬,24.35,,4房3廳3衛,吉安鄉
專約~市區建國路收租透天,20.61,,4房1廳4衛,花蓮市
永慶小花~~壽豐全新整理美美農舍,59.69,,4房3廳5衛,壽豐鄉
吉安前後路大坪數大庭院退休生活佳,11.24,,11房2廳6衛,吉安鄉
新城原屋況四房透天,18.38,,4房2廳2衛,新城鄉
罕見利多大別墅,13.17,,4房2廳3衛,瑞穗鄉
永慶-Tina*吉安南海「原味屋」小透天,23.12,,4房2廳2衛,吉安鄉
李子清推薦～前站3年新屋2房華廈,26.46,,2房1廳1衛,花蓮市
幸福樂園全新獨棟電梯大地坪別墅,24.25,,6房2廳7衛,吉安鄉
優質生活機能雅緻2房,22.56,,2房2廳2衛,吉安鄉
【花蓮吉安極近市區店住型透天】,31.53,,5房2廳4衛,吉安鄉
站前輕屋齡華廈找玉如0932651644,26.17,,2房2廳1衛,花蓮市
溫馨套房有車位找玉如0932651644,19.81,,1房1衛,吉安鄉
【台灣大為推薦】壽豐和平村4套房農舍,54.97,,4房3廳5衛,壽豐鄉
全新時尚電梯豪邸,26.1,,4房2廳4衛,吉安鄉
小資族站前機能極佳2房華廈,25.64,,2房1廳1衛,花蓮市
遠百商圈獨棟別墅,42.11,,5房2廳6衛,花蓮市
花蓮站前精緻裝潢二房華廈,26.25,,2房1廳1衛,花蓮市
降價_現場更美~美崙有平面車位溫馨美三房,12.78,,3房2廳2衛,花蓮市
降價!慈濟大學27房收租農舍莊園悠活雅文,27.88,,27房2廳27衛,吉安鄉
吉安臨台九線田園景觀農舍,39.18,,5房3廳6衛,吉安鄉
壽豐山林芬多精農舍~有巢泉盛,29.85,,6房2廳7衛,壽豐鄉
光復建地393平房~有巢泉盛,34.15,,3房2廳1衛,光復鄉
德安花園廣場大樓B006,23.37,,3房2廳2衛,花蓮市
北昌溫馨三房三陽台華廈/全新整理,21.98,,3房2廳2衛,花蓮市
北昌自立路熱鬧金透店E010,31.53,,6房2廳3衛,花蓮市
自售市區國風國中學區第一手屋超大主臥,20.28,,3房2廳2衛,花蓮市
降價~站前溫馨小套房-自住出租皆宜,18.99,,1房1衛,花蓮市
【花蓮玉里高品質全棟防水車庫庭院別墅】,18.33,,4房3廳5衛,玉里鎮
【已售出】市中心難得有花園別墅B274,29.73,,4房2廳3衛,花蓮市
花蓮市站前木質風溫暖裝潢兩房華厦,23.27,,2房2廳2衛,花蓮市
降價!近台開影城邊間面寬優質工業宅6房,25.26,,6房2廳4衛,吉安鄉
降🌈美崙儒林世家【有平面車位】三房華廈,19.17,,3房2廳2衛,花蓮市
家樂福旁商業區有稅籍透天,16.97,,2房2廳1衛,新城鄉
吉安知名親子民宿電梯農舍~悠活雅文,22.38,,11房1廳11衛,吉安鄉
吉安南埔臨大路優質4房車庫別墅-悠活雅文,26.4,,4房2廳3衛,吉安鄉
專任🍎北埔低總價原屋況透天⭐,16.97,,2房2廳1衛,新城鄉
*專賣~花蓮市浪漫滿屋海景三房華廈,29.52,,3房2廳2衛,花蓮市
市中心站前庭園面寬別墅已成交,29.74,,4房2廳3衛,花蓮市
有巢阿昌小孜女🔮屋主誠售站前車位華廈,23.26,,2房2廳2衛,花蓮市
壹等轉運站綠意兩房,26.25,,2房1廳1衛,花蓮市
(已售出)花蓮康樂鄉根全新整理車庫別墅,25.2,,3房2廳3衛,新城鄉
全新整理北昌車庫7房別墅,31.54,,7房2廳7衛,吉安鄉
懷情驚悚價公寓,16.18,,開放式格局,花蓮市
站前全新整理溫馨2房華廈B026,26.25,,2房2廳1衛,花蓮市
北昌公園旁三房精美公寓A010,24.03,,3房2廳1衛,花蓮市
李安迪推薦-上美崙環山休閒宅,23.47,,1房1衛,花蓮市
站前低總價車庫別墅D017,21.16,,4房2廳3衛,花蓮市
碧雲莊臨路大原屋況稀有釋出透天已售出,20.33,,2房1廳1衛,花蓮市
太昌三角市場透天C019,29.95,,2房2廳2衛,花蓮市
市區國風學區五房別墅,23.67,,5房2廳2衛,吉安鄉
太昌三角市場透天C019,29.95,,2房2廳2衛,花蓮市
市區國風學區五房別墅,23.67,,5房2廳2衛,吉安鄉
東海溪畔旁北歐風三房華廈,21.55,,3房2廳2衛,吉安鄉
光復太巴塱雙併原屋況透天,8.23,,4房2廳3衛,光復鄉
站前陽台套房~收租聖品,24.22,,1房1衛,花蓮市
小資族~站前全新整理兩房華廈,25.64,,2房1廳1衛,花蓮市
近市區國風學區面寬別墅D003,33.85,,3房2廳2衛,吉安鄉
正自強路慈惠堂旁~12戶獨立門牌店套E,30.86,,12房13衛,吉安鄉
後站公園旁漂亮小別墅,48.94,,4房3廳4衛,花蓮市
日出山嵐農舍,74.67,,7房2廳8衛,花蓮市
碧雲莊獨棟大地坪豪墅D014,26.97,,5房3廳6衛,花蓮市
太昌慈濟全新別墅,25.32,,4房2廳5衛,吉安鄉
後站自強國中透天C018,33.65,,4房2廳3衛,花蓮市
站前低總價兩房B037,16.43,,2房2廳2衛,花蓮市
吉安歐式風格高級農舍,44.2,,4房2廳5衛,吉安鄉
站前全新裝潢車位華廈,21.15,,2房2廳2衛,花蓮市
獨家-太昌別墅,18.1,,5房2廳5衛,吉安鄉
美崙民光平房,35.02,,1房1廳1衛,花蓮市
市區公正街2房華廈,21.46,,2房2廳2衛,花蓮市
慈濟精舍康樂全新裝潢孝親車庫別墅,25.45,,3房2廳3衛,新城鄉
🌈花蓮市站前【全新裝潢】三房黃金店住,21.64,,3房1廳3衛,花蓮市
＊高銘謙＊站前1-2樓機能型三房,15.43,,3房2廳2衛,花蓮市
＊葉蕙菱＊推薦專任近香榭大道大坪數店面,17.8,,5房2廳4衛,花蓮市
＊葉蕙菱＊推薦站前1-2樓機能型三房,15.43,,3房2廳2衛,花蓮市
免千萬~近家樂福4房車庫孝親別墅-劉旺坤,20.35,,4房1廳4衛,新城鄉
全新整理面寬大露台美墅,27.25,,3房2廳3衛,新城鄉
吉安稀少合法高級農舍,44.2,,4房3廳5衛,吉安鄉
花蓮站前獨立有陽台12坪大套房,21.5,,1房1廳1衛,花蓮市
物超所值幸福美三房,20.18,,3房2廳2衛,吉安鄉
國際慢城合法建物農舍,33.4,,4房2廳3衛,鳳林鎮
花蓮上美侖SRC鋼骨制震海景房（自售）,22.62,,4房2廳2衛,花蓮市
太昌生活圈邊間別墅,22.88,,5房2廳3衛,花蓮市
正市區【民國路上】蛋黃區三房華廈,22.11,,3房2廳2衛,花蓮市
壽豐東華大學農舍,59.69,,4房2廳5衛,壽豐鄉
上美崙住商兩用雙併別墅,39.44,,4房3廳5衛,花蓮市
獨賣!鳳林鎮退休生活大地坪古早味老宅,32.38,,2房1廳1衛,鳳林鎮
自售南海別墅,23.93,,4房2廳4衛,吉安鄉
花蓮火車站後站大坪數電梯華廈,19.32,,3房2廳2衛,花蓮市
💛許琳💛美崙雙面採光挑高套房,21.72,,1房1廳1衛,花蓮市
站前全新整理1-2樓漂亮店住E001,21.64,,3房2廳3衛,花蓮市
🍎永慶富國🍎美崙帝寶凱悅1-2樓美宅,24.76,,3房2廳2衛,花蓮市
新城屋齡新四房車庫美別墅,21.38,,4房2廳6衛,新城鄉
正吉安路旁農地,2.84,,,吉安鄉
正台九線旁農地,2.49,,,吉安鄉
太昌都內面寬農地,2.88,,,吉安鄉
🍎永慶富國🍎美崙15米路大面寬店住,18.36,,4房2廳4衛,花蓮市
🍎永慶富國🍎中華國宅看海漂亮3房,20.63,,3房2廳2衛,花蓮市
🍎美崙便宜店面！人潮湧！賣屋四寶媽上慧,25.03,,開放式格局,花蓮市
北埔雙車庫新古別墅,28.09,,3房2廳4衛,新城鄉
🍎慈濟大地坪孝親別墅.賣屋四寶媽上慧,27.22,,5房2廳4衛,吉安鄉
🍎美崙超便宜原況屋透天！賣屋四寶媽上慧,29.34,,4房2廳2衛,花蓮市
花蓮北昌大地坪免整理美別墅,38.82,,2房2廳3衛,花蓮市
🍎永慶富國🍎中華國小旁全新明亮美華廈,23.26,,2房2廳2衛,花蓮市
獨家專任低總價原屋況3房華廈,13.39,,3房2廳2衛,吉安鄉
🍎永慶富國🍎花蓮市最佳套房出租大樓,22.48,,16房1廳16衛,花蓮市
中信子清推薦透天～中正中原雙學區全新整理,26.88,,2房2廳3衛,花蓮市
獨家專任市區稀有大地坪透天可蓋小華廈,34.54,,,花蓮市
🍎永慶富國🍎中央路上適文武業稀有店面,25.41,,5房2廳6衛,吉安鄉
獨家專任!吉安前庭後院風水好別墅,17.67,,4房3廳3衛,吉安鄉
花蓮瑞穗溫泉渡假會館民宿土地3040坪,3.95,,,瑞穗鄉
吉安車站旁三房低總價免整理美華廈,19.71,,3房2廳2衛,吉安鄉
花蓮市近花商蛋黃區二房免整理低總價美華廈,20.78,,2房2廳2衛,花蓮市
林森路稀少景觀三房華廈,25.63,,3房2廳2衛,花蓮市
🍎永慶富國🍎全新完工大陽台有車位華廈,31.47,,2房1廳1衛,花蓮市
中興路🍉吳訓漩✅美崙極美海景三房華廈,29.52,,3房2廳2衛,花蓮市
富臨門🍉吳訓漩✅管理好兩房平面車位華廈,16.8,,2房2廳2衛,花蓮市
中信劉建麟推薦~後站7套房電梯別墅,31.03,,7房2廳8衛,花蓮市
吉安面寬7.5米大店面~有巢泉盛,17.72,,,吉安鄉
富臨門🍉吳訓漩✅管理好兩房平面車位華廈,16.8,,2房2廳2衛,花蓮市
中信劉建麟推薦~後站7套房電梯別墅,31.03,,7房2廳8衛,花蓮市
吉安面寬7.5米大店面~有巢泉盛,17.72,,,吉安鄉
售出近中華國小美三房附平面車位,17.12,,3房2廳2衛,花蓮市
吉安風景美大坪數便宜華廈,12.47,,3房2廳2衛,吉安鄉
明義學區孝親房全新整理車庫透天D059,34.61,,3房2廳3衛,花蓮市
美崙陽台看海大套房,24.14,,1房1廳1衛,花蓮市
吉安學校旁稀有挑高店住,15.23,,,吉安鄉
專售吉安全新3房平面車位華廈,21.56,,3房1廳2衛,吉安鄉
花蓮吉安16套房電梯電別墅,23.83,,16房4廳16衛,吉安鄉
壽豐月眉農地,0.63,,,壽豐鄉
壽豐萬豐段農地,0.6,,,壽豐鄉
馥邑京華優質美三房,22.32,,3房2廳2衛,花蓮市
住商育萱大推✅黃昏市場商一建地✅獨賣,35.04,,,吉安鄉
住商育萱大推✅站前收租王獨立14套房華廈,17.34,,14房14衛,花蓮市
住商育萱大推✅北昌自立路黃金店住✅獨賣,22.57,,,吉安鄉
住商育萱大推✅花蓮站前最便宜套房✅獨賣,18.98,,1房1衛,花蓮市
市區高樓層景觀邊間2房優質華廈,24.2,,2房1廳2衛,花蓮市
中正國小對面收租金店面,38.18,,,花蓮市
我有自己的一塊小建地,22.94,,,花蓮市
海岸路雙面路農地~有巢泉盛,3.5,,,吉安鄉
美麗七星潭亮亮粉紅彩虹民宿,27.58,,15房2廳15衛,花蓮市
古家銘專任#東海4房採光別墅(已收斡待談,18.3,,4房2廳3衛,吉安鄉
永慶古家銘#專任碧雲邊間車庫透天(已收訂,15.02,,5房2廳2衛,花蓮市
古家銘專任#遠百旁12米面寬店面#前後路,27.83,,,花蓮市
後站面中琉公園邊間大2房華廈可改3房,19.05,,2房2廳2衛,花蓮市
永慶古家銘#專任新城溫馨成家邊間5房透天,19.48,,5房2廳3衛,新城鄉
北昌近慈大孝親房別墅,31.63,,7房2廳7衛,吉安鄉
非常急售~花蓮法式風情綠意滿滿農舍,36.6,,3房2廳4衛,吉安鄉
急售花蓮慈濟近後站機能佳華廈,23.4,,3房1廳1衛,花蓮市
花蓮吉安❤️大面寬❤️雙車庫❤️電梯別墅,29.15,,6房3廳7衛,吉安鄉
花蓮美崙❤️三角窗❤️商業區❤️店住,27.41,,,花蓮市
花蓮❤️壽豐❤️荖山❤️農舍花蓮退休宅,29.72,,4房2廳2衛,壽豐鄉
強力推薦~前站店住~大馬路旁,22.99,,,花蓮市
北埔佳東小筆農地有自來水有電力,1.75,,,新城鄉
鳳林建地環境優美,4.87,,,鳳林鎮
知卡宣15米路旁農地雙面臨路,2.5,,,吉安鄉
獨家專賣:壽豐雲山水旁農地,1.2,,,壽豐鄉
正市區商業區面寬7米建地,37.99,,,花蓮市
前站大地坪優質合法民宿,27.82,,9房2廳10衛,花蓮市
光華雙面路農地可分割出售面寬97米,0.9,,,吉安鄉
獨家專售:壽豐荖溪造景美農地,0.35,,,壽豐鄉
正市區店面地段佳蛋黃區,154.69,,,花蓮市
獨家專售~壽豐鄉豐正路上雙面臨路小農地,0.9,,,壽豐鄉
獨家專賣~南埔都內小農地,1.9,,,吉安鄉
獨家專售北埔機場黃金店住,12.54,,,新城鄉
北埔低總價~孝親房面寬7米花園別墅,21.6,,3房2廳2衛,新城鄉
【萬事大吉】🏆花蓮光復260坪建地🏆,25.81,,3房2廳1衛,光復鄉
🍎永慶富國🍎近蘇花公路雙面臨路原保地,0.57,,,秀林鄉
光復鬧區大地坪原味透天,8.08,,5房2廳2衛,光復鄉
近北埔輕屋齡四房優美別墅,20.37,,4房1廳4衛,新城鄉
🍎永慶富國🍎慈濟中山路旁農地(可分售,11,,,花蓮市
🍎永慶富國🍎壽豐鄉台11丙養殖用地,0.7,,,壽豐鄉
花蓮吉安稀有工業區乙種建地,12.43,,,吉安鄉
🍎永慶富國🍎理想路理想角地,2.05,,,壽豐鄉
🍎永慶富國🍎花蓮市中正學區活巷建地,24.68,,,花蓮市
北昌優雅公寓,24.04,,3房2廳1衛,花蓮市
(售出)美崙有車位3面採光健康宅,14.41,,3房2廳2衛,花蓮市
光復馬佛農地,0.42,,,光復鄉
壽豐荖溪農地,0.55,,,壽豐鄉
(售出)美崙有車位3面採光健康宅,14.41,,3房2廳2衛,花蓮市
光復馬佛農地,0.42,,,光復鄉
壽豐荖溪農地,0.55,,,壽豐鄉
兆豐農場附近超大坪數好山好水好農地,0.53,,,鳳林鎮
🍎永慶富國🍎★南平見晴★足坪臨路農地,0.6,,,鳳林鎮
新城鄉興海農地,1.35,,,新城鄉
吉安近台九線有水有電土壤佳大坪數便宜農地,1,,,吉安鄉
南埔邊間免整理透天,27.25,,4房2廳3衛,吉安鄉
獨家專任國風學區透天,27.78,,3房2廳2衛,花蓮市
新城老街散步去海邊親近大海的香氣吧,1.19,,,新城鄉
新城老街散步去海邊親近大海的香氣吧,1.28,,,新城鄉
花蓮市大同街中山路口大同市場黃金店面,41.78,,,花蓮市
福興商圈4大套房加2大露台店住兩用,19.83,,,吉安鄉
國小旁都內農地可任意分割地形土質佳,1.5,,,吉安鄉
美崙邊間雙面路12套房,20.52,,12房2廳12衛,花蓮市
吉安火車站前四房店住,40,,,吉安鄉
近光復火車站正台九線建地此區最便宜,6.5,,,光復鄉
市區商校街麥當勞商面寛電梯店面,35.4,,,花蓮市
鳳林村莊旁農地,1.2,,,鳳林鎮
鳳林優美農地,0.52,,,鳳林鎮
壽豐東華大學旁農地,1.06,,,壽豐鄉
建地480坪歐風別墅近鯉魚潭多處風景區,39.91,,8房2廳9衛,壽豐鄉
近東大門夜市無敵海景方正建地,120.02,,,花蓮市
豐濱台11丙旁農地,0.75,,,豐濱鄉
44間合法旅館投資優質收益型不動產,10.48,,,秀林鄉
永興雙面路有灌溉水源方正農地,1.02,,,吉安鄉
光復前後路漂亮大坪數農地,0.51,,,光復鄉
秀林原保農地,0.86,,,秀林鄉
南海六街免填土方正角地,1.91,,,吉安鄉
吉安最便宜花園農舍,42.57,,5房2廳5衛,吉安鄉
美麗七腳川旁臨6米路農舍,87.46,,6房3廳3衛,吉安鄉
大地坪店面近黃昏市場,56.46,,,吉安鄉
豐濱浴海～近磯崎臨海建地,8.09,,,豐濱鄉
獨賣市中心近艾美酒店,19.67,,開放式格局,花蓮市
獨賣近花蓮市國福花海旁有多處漂亮民宿,1.21,,,新城鄉
